number_of_customers,churn_rate,customers_with_only_one_order,customers_with_two_or_more_orders,observation_window_length_days,prediction_window_length_days,minimum_transaction_date,maximum_transaction_date,has_enough_future_time_after_observation_window,percent_labels_potentially_unstable_near_dataset_end
78938,0.5052952950416782,24211,54727,90,30,2025-04-02,2026-04-02,True,0.29291342572651957
